,movie,year,imdb,metascore,votes,duration (min),directors,genres,income
1310,Skyscraper,2018,5.8,51,85104,102,Rawson Marshall Thurber,"
Action, Adventure, Thriller            ",67.8
1311,The Cloverfield Paradox,2018,5.5,37,84686,102,Julius Onah,"
Drama, Horror, Mystery            ",0.01
1312,"Love, Simon",2018,7.6,72,84050,110,Greg Berlanti,"
Comedy, Drama, Romance            ",40.83
1313,Vice,2018,7.2,61,82076,132,Adam McKay,"
Biography, Comedy, Drama            ",47.84
1314,Creed II,2018,7.2,66,78704,130,Steven Caple Jr.,"
Drama, Sport            ",115.72
1315,Mortal Engines,2018,6.1,44,75682,128,Christian Rivers,"
Action, Adventure, Fantasy            ",15.95
1316,Den of Thieves,2018,7.0,49,71713,140,Christian Gudegast,"
Action, Crime, Drama            ",44.95
1317,The Mule,2018,7.1,58,67703,116,Clint Eastwood,"
Crime, Drama, Thriller            ",103.8
1318,Widows,2018,6.9,84,66684,129,Steve McQueen,"
Crime, Drama, Thriller            ",42.4
1319,To All the Boys I've Loved Before,2018,7.2,64,65810,99,Susan Johnson,"
Drama, Romance            ",0.01
1320,Mamma Mia! Here We Go Again,2018,6.7,60,63242,114,Ol Parker,"
Comedy, Musical, Romance            ",120.63
1321,Overlord,2018,6.7,60,61226,110,Julius Avery,"
Action, Adventure, Horror            ",21.7
1322,Blockers,2018,6.2,69,59113,102,Kay Cannon,"
Comedy            ",59.84
1323,Mary Poppins Returns,2018,6.8,66,58083,130,Rob Marshall,"
Comedy, Family, Fantasy            ",171.96
1324,Christopher Robin,2018,7.3,60,55791,104,Marc Forster,"
Adventure, Comedy, Drama            ",99.22
1325,The Spy Who Dumped Me,2018,6.0,52,53042,117,Susanna Fogel,"
Action, Adventure, Comedy            ",33.56
1326,Instant Family,2018,7.3,57,52335,118,Sean Anders,"
Comedy, Drama            ",67.36
1327,Death Wish,2018,6.4,31,52156,107,Eli Roth,"
Action, Crime, Drama            ",34.02
1328,12 Strong,2018,6.6,54,51996,130,Nicolai Fuglsig,"
Action, Drama, History            ",45.5
1329,Mile 22,2018,6.1,38,51328,94,Peter Berg,"
Action, Adventure, Thriller            ",36.11
1330,Johnny English Strikes Again,2018,6.2,39,49817,89,David Kerr,"
Action, Adventure, Comedy            ",4.28
1331,Mowgli,2018,6.5,51,47123,104,Andy Serkis,"
Adventure, Drama, Fantasy            ",0.01
1332,Outlaw King,2018,6.9,59,46709,121,David Mackenzie,"
Action, Biography, Drama            ",0.01
1333,Mandy,2018,6.6,81,46585,121,Panos Cosmatos,"
Action, Fantasy, Horror            ",1.21
1334,Robin Hood,2018,5.3,32,46326,116,Otto Bathurst,"
Action, Adventure, Thriller            ",30.82
1335,Eighth Grade,2018,7.5,89,46069,93,Bo Burnham,"
Comedy, Drama            ",13.54
1336,Fifty Shades Freed,2018,4.5,31,45130,105,James Foley,"
Drama, Romance, Thriller            ",100.41
1337,Hotel Transylvania 3: Summer Vacation,2018,6.3,54,44312,97,Genndy Tartakovsky,"
Animation, Adventure, Comedy            ",167.51
1338,Alpha,2018,6.7,63,44229,96,Albert Hughes,"
Adventure, Drama, Family            ",35.85
1339,Insidious: The Last Key,2018,5.7,49,43638,103,Adam Robitel,"
Horror, Mystery, Thriller            ",67.35
1340,The First Purge,2018,5.1,54,43461,98,Gerard McMurray,"
Action, Horror, Sci-Fi            ",69.09
1341,Sorry to Bother You,2018,7.0,80,43193,111,Boots Riley,"
Comedy, Fantasy, Sci-Fi            ",17.49
1342,Tully,2018,7.0,75,42714,95,Jason Reitman,"
Comedy, Drama, Mystery            ",9.23
1343,Suspiria,2018,6.8,64,41475,152,Luca Guadagnino,"
Fantasy, Horror, Mystery            ",2.47
1344,I Feel Pretty,2018,5.5,48,41195,110,"
Abby Kohn, 
Marc Silverstein","
Comedy, Romance            ",48.8
1345,The House That Jack Built,2018,6.8,42,39213,152,Lars von Trier,"
Crime, Drama, Horror            ",0.09
1346,Extinction,2018,5.8,40,38321,95,Ben Young,"
Action, Drama, Sci-Fi            ",0.01
1347,Peppermint,2018,6.5,29,38262,101,Pierre Morel,"
Action, Drama, Thriller            ",35.42
1348,How It Ends,2018,5.0,36,37234,113,David M. Rosenthal,"
Action, Adventure, Drama            ",0.01
1349,Hunter Killer,2018,6.6,43,37127,122,Donovan Marsh,"
Action, Thriller            ",15.77
1350,Free Solo,2018,8.2,83,36147,100,"
Jimmy Chin, 
Elizabeth Chai Vasarhelyi","
Documentary, Sport            ",17.54
1351,Adrift,2018,6.6,56,36085,96,Baltasar Kormákur,"
Action, Adventure, Biography            ",31.45
1352,A Wrinkle in Time,2018,4.2,53,35716,109,Ava DuVernay,"
Adventure, Family, Fantasy            ",100.48
1353,Leave No Trace,2018,7.2,88,35699,109,Debra Granik,"
Drama            ",6.05
1354,When We First Met,2018,6.4,36,35594,97,Ari Sandel,"
Comedy, Fantasy, Romance            ",0.01
1355,The Christmas Chronicles,2018,7.1,52,35566,104,Clay Kaytis,"
Adventure, Comedy, Family            ",0.01
1356,Les frères Sisters,2018,7.0,78,35399,122,Jacques Audiard,"
Comedy, Crime, Drama            ",3.14
1357,Zimna wojna,2018,7.6,90,35325,89,Pawel Pawlikowski,"
Drama, History, Music            ",4.57
1358,Truth or Dare,2018,5.2,35,35051,100,Jeff Wadlow,"
Horror, Thriller            ",40.72
1359,The House with a Clock in Its Walls,2018,6.0,57,34884,105,Eli Roth,"
Comedy, Fantasy, Horror            ",68.55
1360,Manbiki kazoku,2018,8.0,93,34808,121,Hirokazu Koreeda,"
Crime, Drama            ",3.31
1361,Set It Up,2018,6.5,62,33429,105,Claire Scanlon,"
Comedy, Romance            ",0.01
1362,Unsane,2018,6.4,63,33121,98,Steven Soderbergh,"
Drama, Horror, Mystery            ",7.73
1363,Beautiful Boy,2018,7.3,62,33103,120,Felix van Groeningen,"
Biography, Drama            ",7.65
1364,Hotel Artemis,2018,6.1,58,32887,94,Drew Pearce,"
Action, Drama, Sci-Fi            ",6.71
1365,Can You Ever Forgive Me?,2018,7.1,87,32540,106,Marielle Heller,"
Biography, Comedy, Crime            ",8.8
1366,The Grinch,2018,6.3,51,32020,85,"
Yarrow Cheney, 
Scott Mosier","
Animation, Family, Fantasy            ",270.62
1367,Apostle,2018,6.3,62,31502,130,Gareth Evans,"
Drama, Fantasy, Horror            ",0.01
1368,The Girl in the Spider's Web,2018,6.1,43,30828,115,Fede Alvarez,"
Action, Crime, Drama            ",14.84
1369,American Animals,2018,7.0,68,30498,116,Bart Layton,"
Biography, Crime, Drama            ",2.86
1370,Anon,2018,6.1,54,30116,100,Andrew Niccol,"
Sci-Fi, Thriller            ",0.01
1371,The Old Man & the Gun,2018,6.7,80,29128,93,David Lowery,"
Biography, Comedy, Crime            ",11.28
1372,Peter Rabbit,2018,6.5,51,28658,95,Will Gluck,"
Animation, Adventure, Comedy            ",115.25
1373,Sierra Burgess Is a Loser,2018,5.9,60,28439,105,Ian Samuels,"
Comedy, Drama, Romance            ",0.01
1374,If Beale Street Could Talk,2018,7.2,87,28131,119,Barry Jenkins,"
Drama, Romance            ",14.92
1375,Den skyldige,2018,7.5,83,28107,85,Gustav Möller,"
Crime, Drama, Thriller            ",0.21
1376,Climax,2018,7.2,67,27748,97,Gaspar Noé,"
Drama, Horror, Music            ",0.8
1377,Mid90s,2018,7.4,66,27677,85,Jonah Hill,"
Comedy, Drama            ",7.36
1378,Hold the Dark,2018,5.6,63,27642,125,Jeremy Saulnier,"
Adventure, Drama, Horror            ",0.01
1379,Overboard,2018,6.0,42,27110,112,Rob Greenberg,"
Comedy, Romance            ",50.32
1380,Life of the Party,2018,5.6,46,26929,105,Ben Falcone,"
Comedy            ",52.86
1381,Mary Queen of Scots,2018,6.3,60,26010,124,Josie Rourke,"
Biography, Drama, History            ",16.47
1382,Beoning,2018,7.6,90,25889,148,Chang-dong Lee,"
Drama, Mystery            ",0.72
1383,Mute,2018,5.4,35,25885,126,Duncan Jones,"
Mystery, Sci-Fi, Thriller            ",0.01
1384,Hotel Mumbai,2018,7.6,64,25828,123,Anthony Maras,"
Drama, History, Thriller            ",9.65
1385,Night School,2018,5.6,43,25775,111,Malcolm D. Lee,"
Comedy            ",77.34
1386,Smallfoot,2018,6.6,60,25259,96,"
Karey Kirkpatrick, 
Jason Reisig","
Animation, Adventure, Comedy            ",83.24
1387,Winchester,2018,5.4,28,25030,99,"
Michael Spierig, 
Peter Spierig","
Biography, Drama, Fantasy            ",25.09
1388,The Titan,2018,4.8,33,24397,97,Lennart Ruff,"
Drama, Mystery, Romance            ",0.01
1389,Arctic,2018,6.8,71,24171,98,Joe Penna,"
Adventure, Drama            ",2.41
1390,Summer of 84,2018,6.7,57,23956,105,"
François Simard, 
Anouk Whissell, 
Yoann-Karl Whissell","
Drama, Horror, Mystery            ",0.01
1391,Capharnaüm,2018,8.5,75,23940,126,Nadine Labaki,"
Drama            ",1.66
1392,Padmaavat,2018,7.0,63,23928,164,Sanjay Leela Bhansali,"
Drama, History, Romance            ",11.85
1393,The Guernsey Literary and Potato Peel Pie Society,2018,7.4,65,23734,124,Mike Newell,"
Drama, History, Romance            ",0.01
1394,Braven,2018,6.1,61,23728,94,Lin Oeding,"
Action, Drama            ",0.01
1395,The Darkest Minds,2018,5.7,39,22873,104,Jennifer Yuh Nelson,"
Action, Adventure, Drama            ",12.7
1396,The 15:17 to Paris,2018,5.2,45,22841,94,Clint Eastwood,"
Biography, Drama, Thriller            ",36.25
1397,The Strangers: Prey at Night,2018,5.2,48,22354,85,Johannes Roberts,"
Horror            ",24.43
1398,Operation Finale,2018,6.5,58,22065,122,Chris Weitz,"
Biography, Drama, History            ",17.61
1399,"Game Over, Man!",2018,5.4,32,22051,101,Kyle Newacheck,"
Action, Comedy            ",0.01
1400,Gringo,2018,6.1,46,21976,111,Nash Edgerton,"
Action, Comedy, Crime            ",4.97
1401,Dumplin',2018,6.7,53,21462,110,Anne Fletcher,"
Comedy, Drama, Musical            ",0.01
1402,The Perfection,2018,6.1,60,21403,90,Richard Shepard,"
Drama, Horror, Thriller            ",0.01
1403,Tau,2018,5.8,43,21098,97,Federico D'Alessandro,"
Sci-Fi, Thriller            ",0.01
1404,Slender Man,2018,3.2,30,21028,93,Sylvain White,"
Horror, Mystery, Thriller            ",30.57
1405,The Nutcracker and the Four Realms,2018,5.5,39,20869,99,"
Lasse Hallström, 
Joe Johnston","
Adventure, Family, Fantasy            ",54.86
1406,Super Troopers 2,2018,6.1,41,20800,99,Jay Chandrasekhar,"
Comedy, Crime, Mystery            ",30.62
1407,Boy Erased,2018,7.0,69,20795,115,Joel Edgerton,"
Biography, Drama            ",6.79
1408,22 July,2018,6.7,69,20687,143,Paul Greengrass,"
Crime, Drama, History            ",0.01
1409,Todos lo saben,2018,7.0,68,20309,133,Asghar Farhadi,"
Crime, Drama, Mystery            ",2.66
1410,Under the Silver Lake,2018,6.5,60,20291,139,David Robert Mitchell,"
Comedy, Crime, Drama            ",0.05
1411,Replicas,2018,5.4,19,20183,107,Jeffrey Nachmanoff,"
Drama, Sci-Fi, Thriller            ",4.05
1412,The Hate U Give,2018,7.3,81,20146,133,George Tillman Jr.,"
Crime, Drama            ",29.72
1413,Holmes & Watson,2018,3.8,24,20076,90,Etan Cohen,"
Adventure, Comedy, Crime            ",30.57
1414,Book Club,2018,6.1,53,20022,104,Bill Holderman,"
Comedy, Drama, Romance            ",68.57
1415,Dragged Across Concrete,2018,7.0,60,19808,159,S. Craig Zahler,"
Crime, Drama, Thriller            ",0.01
1416,Stan & Ollie,2018,7.3,75,19803,98,Jon S. Baird,"
Biography, Comedy, Drama            ",5.47
1417,The Happytime Murders,2018,5.3,27,18654,91,Brian Henson,"
Action, Comedy, Crime            ",20.71
1418,Blindspotting,2018,7.4,77,18606,95,Carlos López Estrada,"
Comedy, Crime, Drama            ",4.33
1419,Cam,2018,6.0,71,18582,94,Daniel Goldhaber,"
Horror, Mystery, Thriller            ",0.01
1420,Ghostland,2018,6.4,44,18132,91,Pascal Laugier,"
Drama, Horror, Mystery            ",0.01
1421,At Eternity's Gate,2018,6.9,76,18036,111,Julian Schnabel,"
Biography, Drama            ",2.29
1422,White Boy Rick,2018,6.4,59,17672,111,Yann Demange,"
Crime, Drama            ",24.01
1423,Won't You Be My Neighbor?,2018,8.4,85,17503,94,Morgan Neville,"
Documentary, Biography            ",22.61
1424,Doragon bôru chô: Burorî,2018,7.9,59,17472,100,Tatsuya Nagamine,"
Animation, Action, Adventure            ",30.71
1425,They Shall Not Grow Old,2018,8.3,91,17462,99,Peter Jackson,"
Documentary, History, War            ",17.96
1426,Midnight Sun,2018,6.6,38,17215,91,Scott Speer,"
Drama, Romance            ",9.56
1427,Destination Wedding,2018,6.0,46,17082,87,Victor Levin,"
Comedy, Drama, Romance            ",0.01
1428,Traffik,2018,6.0,37,16887,96,Deon Taylor,"
Action, Crime, Drama            ",9.19
1429,Three Identical Strangers,2018,7.7,81,16658,96,Tim Wardle,"
Documentary, Biography, Drama            ",12.32
1430,The Outsider,2018,6.3,30,16607,120,Martin Zandvliet,"
Crime, Drama, Thriller            ",0.01
1431,Destroyer,2018,6.2,62,16526,121,Karyn Kusama,"
Action, Crime, Drama            ",1.53
1432,Early Man,2018,6.1,68,16359,89,Nick Park,"
Animation, Adventure, Comedy            ",8.27
1433,Calibre,2018,6.7,76,16101,101,Matt Palmer,"
Thriller            ",0.01
1434,The Hurricane Heist,2018,5.1,35,15961,103,Rob Cohen,"
Action, Adventure, Crime            ",6.12
1435,Like Father,2018,6.1,52,15827,98,Lauren Miller Rogen,"
Comedy, Drama            ",0.01
1436,Wildlife,2018,6.9,80,15761,105,Paul Dano,"
Drama            ",1.03
1437,Beirut,2018,6.4,69,15478,109,Brad Anderson,"
Drama, Thriller            ",5.02
1438,The Night Comes for Us,2018,7.0,69,15329,121,Timo Tjahjanto,"
Action, Thriller            ",0.01
1439,"Don't Worry, He Won't Get Far on Foot",2018,6.9,67,15132,114,Gus Van Sant,"
Biography, Comedy, Drama            ",1.44
1440,Terminal,2018,5.3,27,15039,95,Vaughn Stein,"
Crime, Drama, Thriller            ",0.01
1441,Unfriended: Dark Web,2018,5.9,53,14835,92,Stephen Susco,"
Horror, Mystery, Thriller            ",8.78
1442,Second Act,2018,5.8,46,14813,103,Peter Segal,"
Comedy, Drama, Romance            ",39.28
1443,Dogman,2018,7.3,71,14755,103,Matteo Garrone,"
Crime, Drama, Thriller            ",0.15
1444,The Week Of,2018,5.1,41,14666,116,Robert Smigel,"
Comedy            ",0.01
1445,Every Day,2018,6.4,52,14249,97,Michael Sucsy,"
Drama, Fantasy, Romance            ",6.1
1446,Bad Samaritan,2018,6.4,42,14192,110,Dean Devlin,"
Crime, Horror, Thriller            ",3.44
1447,The Miseducation of Cameron Post,2018,6.6,69,13978,91,Desiree Akhavan,"
Drama            ",0.9
1448,On the Basis of Sex,2018,6.9,59,13940,120,Mimi Leder,"
Biography, Drama            ",24.62
1449,Greta,2018,6.0,54,13922,98,Neil Jordan,"
Drama, Mystery, Thriller            ",10.52
1450,High Life,2018,5.9,77,13889,113,Claire Denis,"
Adventure, Drama, Mystery            ",1.23
1451,Colette,2018,6.8,74,13444,111,Wash Westmoreland,"
Biography, Drama, History            ",5.14
1452,Gräns,2018,7.1,75,13376,110,Ali Abbasi,"
Drama, Fantasy, Romance            ",0.77
1453,Teen Titans Go! To the Movies,2018,6.8,69,13274,84,"
Aaron Horvath, 
Peter Rida Michail","
Animation, Action, Comedy            ",29.56
1454,Ibiza,2018,5.2,56,13156,94,Alex Richanbach,"
Comedy, Romance            ",0.01
1455,The Possession of Hannah Grace,2018,5.2,37,12944,86,Diederik Van Rooijen,"
Horror, Mystery, Thriller            ",14.84
1456,"Juliet, Naked",2018,6.6,67,12876,97,Jesse Peretz,"
Comedy, Drama, Music            ",3.44
1457,Ahlat Agaci,2018,8.2,86,12850,188,Nuri Bilge Ceylan,"
Drama            ",0.03
1458,Goosebumps 2: Haunted Halloween,2018,5.6,53,12523,90,Ari Sandel,"
Adventure, Comedy, Family            ",46.7
1459,Fahrenheit 11/9,2018,6.8,69,12428,128,Michael Moore,"
Documentary            ",6.35
1460,Ben Is Back,2018,6.7,66,12085,103,Peter Hedges,"
Drama            ",3.7
1461,Alex Strangelove,2018,6.3,62,11826,99,Craig Johnson,"
Comedy, Drama, Romance            ",0.01
1462,I Can Only Imagine,2018,7.4,30,11795,110,"
Andrew Erwin, 
Jon Erwin","
Biography, Drama, Family            ",83.48
1463,The Tale,2018,7.3,90,11268,114,Jennifer Fox,"
Drama, Mystery, Thriller            ",0.01
1464,A Private War,2018,6.7,75,11062,110,Matthew Heineman,"
Biography, Drama, War            ",1.63
1465,Forever My Girl,2018,6.7,36,11057,108,Bethany Ashton Wolf,"
Drama, Music, Romance            ",16.38
1466,A Futile and Stupid Gesture,2018,6.8,55,10976,101,David Wain,"
Biography, Comedy            ",0.01
1467,Gotti,2018,4.8,24,10872,112,Kevin Connolly,"
Biography, Crime, Drama            ",4.34
1468,Entebbe,2018,5.8,49,10856,107,José Padilha,"
Action, Drama, History            ",3.19
1469,Occupation,2018,5.3,45,10730,119,Luke Sparke,"
Action, Drama, Sci-Fi            ",0.01
1470,Welcome to Marwen,2018,6.1,40,10672,116,Robert Zemeckis,"
Biography, Comedy, Drama            ",10.76
1471,Private Life,2018,7.3,83,10668,123,Tamara Jenkins,"
Comedy, Drama            ",0.01
1472,Breaking In,2018,5.4,42,10667,88,James McTeigue,"
Action, Crime, Drama            ",46.38
1473,Vox Lux,2018,6.0,67,10639,114,Brady Corbet,"
Drama, Music            ",0.73
1474,Prospect,2018,6.1,68,10484,100,"
Christopher Caldwell, 
Zeek Earl","
Drama, Sci-Fi, Thriller            ",0.01
1475,The Professor,2018,6.7,37,10429,90,Wayne Roberts,"
Comedy, Drama            ",0.01
1476,The Clovehitch Killer,2018,6.5,59,10323,109,Duncan Skiles,"
Crime, Drama, Mystery            ",0.01
1477,Life Itself,2018,6.6,21,10245,117,Dan Fogelman,"
Drama, Romance            ",4.1
1478,Uncle Drew,2018,5.7,57,10213,103,Charles Stone III,"
Comedy, Sport            ",42.47
1479,Kin,2018,5.8,35,10075,102,"
Jonathan Baker, 
Josh Baker","
Action, Crime, Drama            ",5.72
1480,Assassination Nation,2018,5.9,56,10043,108,Sam Levinson,"
Action, Comedy, Crime            ",1.96
1481,In Darkness,2018,5.8,59,10041,100,Anthony Byrne,"
Mystery, Thriller            ",0.01
1482,The Man Who Killed Don Quixote,2018,6.4,58,9542,132,Terry Gilliam,"
Adventure, Comedy, Drama            ",0.39
1483,Wildling,2018,5.5,58,9417,92,Fritz Böhm,"
Drama, Fantasy, Horror            ",0.01
1484,Siberia,2018,4.3,34,9382,104,Matthew Ross,"
Crime, Romance, Thriller            ",0.01
1485,Down a Dark Hall,2018,5.1,56,9322,96,Rodrigo Cortés,"
Drama, Fantasy, Horror            ",0.01
1486,Hell Fest,2018,5.5,26,9180,89,Gregory Plotkin,"
Horror            ",11.11
1487,The Kindergarten Teacher,2018,6.7,75,9117,96,Sara Colangelo,"
Drama            ",0.01
1488,Thunder Road,2018,7.1,79,8966,92,Jim Cummings,"
Comedy, Drama            ",0.01
1489,Kursk,2018,6.5,55,8772,117,Thomas Vinterberg,"
Action, Drama, History            ",0.01
1490,Utøya 22. juli,2018,7.3,75,8696,93,Erik Poppe,"
Drama, Thriller            ",0.01
1491,Lazzaro felice,2018,7.6,87,8695,128,Alice Rohrwacher,"
Drama, Fantasy            ",0.01
1492,Keepers,2018,5.8,64,8640,107,Kristoffer Nyholm,"
Crime, Mystery, Thriller            ",0.01
1493,RBG,2018,7.5,71,8541,98,"
Julie Cohen, 
Betsy West","
Documentary, Biography            ",14.02
1494,Sherlock Gnomes,2018,5.1,36,8351,86,John Stevenson,"
Animation, Adventure, Comedy            ",43.24
1495,Acts of Violence,2018,5.2,28,8249,86,Brett Donowho,"
Action, Crime            ",0.01
1496,King of Thieves,2018,5.5,47,8213,108,James Marsh,"
Crime, Drama            ",0.01
1497,Billionaire Boys Club,2018,5.6,30,8144,108,James Cox,"
Biography, Drama, Thriller            ",0.01
1498,Galveston,2018,6.2,57,7985,91,Mélanie Laurent,"
Action, Crime, Drama            ",0.01
1499,Father of the Year,2018,5.2,32,7978,94,Tyler Spindel,"
Comedy            ",0.01
1500,Girl,2018,7.2,73,7973,105,Lukas Dhont,"
Drama            ",0.01
1501,Mirai no Mirai,2018,7.1,81,7621,98,Mamoru Hosoda,"
Animation, Adventure, Drama            ",0.81
1502,A-X-L,2018,5.2,29,7428,98,Oliver Daly,"
Action, Adventure, Family            ",6.5
1503,The Front Runner,2018,6.2,61,7358,113,Jason Reitman,"
Biography, Drama, History            ",2.0
1504,Lords of Chaos,2018,6.5,48,7288,118,Jonas Åkerlund,"
Biography, Drama, Horror            ",0.25
1505,Black '47,2018,6.8,65,7288,100,Lance Daly,"
Action, Drama            ",0.05
1506,Action Point,2018,5.1,36,7150,85,Tim Kirkby,"
Comedy            ",5.06
1507,Spinning Man,2018,5.6,44,7098,100,Simon Kaijser,"
Drama, Mystery, Thriller            ",0.01
1508,Hearts Beat Loud,2018,6.9,65,7052,97,Brett Haley,"
Comedy, Drama, Music            ",2.39
1509,Active Measures,2018,8.1,68,7047,109,Jack Bryan,"
Documentary            ",0.01
1510,Proud Mary,2018,4.9,35,7001,89,Babak Najafi,"
Action, Crime, Drama            ",20.87
1511,Final Score,2018,5.7,53,6895,104,Scott Mann,"
Action, Drama, Thriller            ",0.01
1512,Werk ohne Autor,2018,7.7,68,6754,189,Florian Henckel von Donnersmarck,"
Drama, History, Romance            ",1.3
1513,Little Italy,2018,5.7,28,6735,102,Donald Petrie,"
Comedy, Romance            ",0.99
1514,La nuit a dévoré le monde,2018,6.0,50,6582,93,Dominique Rocher,"
Drama, Horror, Thriller            ",0.01
1515,Acrimony,2018,5.7,32,6482,120,Tyler Perry,"
Drama, Romance, Thriller            ",43.55
1516,Nappily Ever After,2018,6.4,63,6481,98,Haifaa Al-Mansour,"
Comedy, Drama, Romance            ",0.01
1517,Irreplaceable You,2018,6.4,34,6323,96,Stephanie Laing,"
Comedy, Drama, Romance            ",0.01
1518,Ideal Home,2018,6.5,62,6271,91,Andrew Fleming,"
Comedy, Drama            ",0.01
1519,Mary Magdalene,2018,5.8,48,6114,120,Garth Davis,"
Drama            ",0.12
1520,Death of a Nation,2018,4.7,1,5928,108,"
Dinesh D'Souza, 
Bruce Schooley","
Documentary, History            ",5.89
1521,El Ángel,2018,7.0,61,5860,118,Luis Ortega,"
Biography, Crime, Drama            ",0.09
1522,"Paul, Apostle of Christ",2018,6.6,52,5847,108,Andrew Hyatt,"
Adventure, Biography, Drama            ",17.56
1523,The Man Who Killed Hitler and Then The Bigfoot,2018,5.6,51,5780,98,Robert D. Krzykowski,"
Adventure, Drama, Sci-Fi            ",0.01
1524,I Think We're Alone Now,2018,5.7,51,5758,93,Reed Morano,"
Drama, Mystery, Sci-Fi            ",0.01
1525,The Mercy,2018,6.0,60,5746,112,James Marsh,"
Adventure, Biography, Drama            ",0.01
1526,I Still See You,2018,5.8,31,5735,98,Scott Speer,"
Fantasy, Thriller            ",0.01
1527,Skjelvet,2018,6.2,70,5715,106,John Andreas Andersen,"
Action, Drama, Thriller            ",0.01
1528,Zoe,2018,6.1,39,5710,104,Drake Doremus,"
Romance, Sci-Fi            ",0.01
1529,Slaughterhouse Rulez,2018,5.2,39,5699,104,Crispian Mills,"
Action, Comedy, Horror            ",0.01
1530,The Little Stranger,2018,5.5,67,5539,111,Lenny Abrahamson,"
Drama, Horror, Mystery            ",0.71
1531,Pájaros de verano,2018,7.7,85,5526,125,"
Cristina Gallego, 
Ciro Guerra","
Drama            ",0.51
1532,211,2018,4.4,21,5408,86,York Alec Shackleton,"
Action, Crime, Drama            ",0.01
1533,Robin Williams: Come Inside My Mind,2018,8.0,74,5264,116,Marina Zenovich,"
Documentary, Biography, Comedy            ",0.01
1534,Ying,2018,7.0,81,5256,116,Yimou Zhang,"
Action, Drama, War            ",0.52
1535,Skin,2018,7.0,58,5254,120,Guy Nattiv,"
Biography, Crime, Drama            ",0.01
1536,Minding the Gap,2018,8.1,90,5183,93,Bing Liu,"
Documentary            ",0.01
1537,Gloria Bell,2018,6.4,79,5088,102,Sebastián Lelio,"
Comedy, Drama, Romance            ",5.61
1538,McQueen,2018,7.9,84,5071,111,"
Ian Bonhôte, 
Peter Ettedgui","
Documentary, Biography            ",1.26
1539,Then Came You,2018,7.0,44,5025,97,Peter Hutchings,"
Adventure, Comedy, Drama            ",0.01
1540,Superfly,2018,5.1,52,5008,116,Director X.,"
Action, Crime, Thriller            ",20.55
1541,The Catcher Was a Spy,2018,6.2,49,5000,98,Ben Lewin,"
Biography, Drama, War            ",0.71
1542,Whitney,2018,7.2,75,4991,120,Kevin Macdonald,"
Documentary, Biography, Music            ",3.03
1543,The Hummingbird Project,2018,6.2,58,4966,111,Kim Nguyen,"
Thriller            ",0.37
1544,Support the Girls,2018,6.4,85,4874,93,Andrew Bujalski,"
Comedy, Drama            ",0.13
1545,Arizona,2018,5.7,41,4811,85,Jonathan Watson,"
Comedy, Thriller            ",0.01
1546,Mara,2018,5.1,32,4772,98,Clive Tonge,"
Crime, Horror, Thriller            ",0.01
1547,The Other Side of the Wind,2018,6.9,78,4745,122,Orson Welles,"
Drama            ",0.01
1548,The American Meme,2018,6.5,60,4642,98,Bert Marcus,"
Documentary            ",0.01
1549,Between Worlds,2018,4.7,24,4577,90,Maria Pulera,"
Drama, Fantasy, Thriller            ",0.01
1550,The Land of Steady Habits,2018,6.2,71,4565,98,Nicole Holofcener,"
Comedy, Drama            ",0.01
1551,Hevi reissu,2018,7.1,72,4470,92,"
Juuso Laatio, 
Jukka Vidgren","
Comedy, Music            ",0.01
1552,Future World,2018,3.2,10,4442,90,"
James Franco, 
Bruce Thierry Cheung","
Action, Adventure, Sci-Fi            ",0.01
1553,Lizzie,2018,5.8,59,4407,105,Craig William Macneill,"
Biography, Crime, Drama            ",0.64
1554,The Extraordinary Journey of the Fakir,2018,6.9,56,4401,92,Ken Scott,"
Comedy, Drama            ",0.01
1555,Reprisal,2018,4.2,19,4398,89,Brian A. Miller,"
Action, Crime, Thriller            ",0.01
1556,Elizabeth Harvest,2018,5.8,54,4270,105,Sebastian Gutierrez,"
Horror, Sci-Fi, Thriller            ",0.01
1557,Jonathan,2018,5.9,62,4229,95,Bill Oliver,"
Drama, Sci-Fi            ",0.01
1558,Our House,2018,5.3,45,4216,90,Anthony Scott Burns,"
Drama, Horror, Thriller            ",0.01
1559,Teen Spirit,2018,6.2,57,4175,93,Max Minghella,"
Drama, Music            ",0.44
1560,The Breaker Upperers,2018,5.9,76,4146,90,"
Madeleine Sami, 
Jackie van Beek","
Comedy            ",0.01
1561,Ashes in the Snow,2018,6.7,43,4146,98,Marius A. Markevicius,"
Drama, History, Romance            ",0.01
1562,Looking Glass,2018,4.5,33,4109,103,Tim Hunter,"
Mystery, Thriller            ",0.01
1563,The Festival,2018,5.9,57,4079,98,Iain Morris,"
Comedy            ",0.01
1564,Puzzle,2018,6.7,66,4040,103,Marc Turtletaub,"
Drama            ",2.03
1565,Nobody's Fool,2018,4.6,39,4027,110,Tyler Perry,"
Comedy, Drama, Romance            ",31.71
1566,Leto,2018,7.4,69,3987,126,Kirill Serebrennikov,"
Biography, Music, Romance            ",0.01
1567,Stockholm,2018,6.2,54,3953,92,Robert Budreau,"
Comedy, Crime, Drama            ",0.3
1568,Piercing,2018,5.6,63,3749,81,Nicolas Pesce,"
Horror, Mystery, Thriller            ",0.02
1569,Transit,2018,7.0,84,3703,101,Christian Petzold,"
Drama            ",0.82
